date,model,dataset,params,mean_objective,std_objective,mean_time,std_time,worst_case,type,version
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 253, 'metric': 'multi_logloss', 'lambda_l1': 9.549935308877659e-05, 'lambda_l2': 1.0548357466730764e-08, 'num_leaves': 220, 'feature_fraction': 0.6175267143746466, 'bagging_fraction': 0.790075576897888, 'bagging_freq': 3, 'min_data_in_leaf': 638}",-1.8718513161001458,9.549204007975686e-05,110.39093502362569,0.1977998730043778,-1.8719468081402255,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 343, 'metric': 'multi_logloss', 'lambda_l1': 9.108970222061653e-05, 'lambda_l2': 1.056587452692612e-08, 'num_leaves': 219, 'feature_fraction': 0.6503127344261884, 'bagging_fraction': 0.8250691489708495, 'bagging_freq': 4, 'min_data_in_leaf': 632}",-1.8718221377511461,0.00015324061910904855,119.765380859375,1.0180856236208942,-1.8719753783702553,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 297, 'metric': 'multi_error', 'lambda_l1': 2.8759966858039032e-05, 'lambda_l2': 2.7447774012303553e-06, 'num_leaves': 111, 'feature_fraction': 0.5891286900700037, 'bagging_fraction': 0.9471479907196911, 'bagging_freq': 2, 'min_data_in_leaf': 665}",-1.8717115228365602,0.0002759805892158566,116.62778321901958,1.0647881335735883,-1.871987503425776,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 252, 'metric': 'multi_logloss', 'lambda_l1': 6.251627990963545e-05, 'lambda_l2': 4.2345985820948296e-08, 'num_leaves': 214, 'feature_fraction': 0.6501902782341702, 'bagging_fraction': 0.8306251918969232, 'bagging_freq': 3, 'min_data_in_leaf': 660}",-1.8718852145356681,0.00012189936047627809,117.24803423881531,0.4706752729127153,-1.8720071138961445,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 325, 'metric': 'auc_mu', 'lambda_l1': 5.5675711628016105, 'lambda_l2': 0.10973955910220975, 'num_leaves': 191, 'feature_fraction': 0.9641605536605545, 'bagging_fraction': 0.8567489300796145, 'bagging_freq': 2, 'min_data_in_leaf': 422}",-1.8719602651022393,4.841548929293592e-05,128.41149989763895,3.7933858822829882,-1.8720086805915324,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 243, 'metric': 'auc_mu', 'lambda_l1': 0.1725594089937471, 'lambda_l2': 0.13389381960052854, 'num_leaves': 204, 'feature_fraction': 0.7954031153545313, 'bagging_fraction': 0.8065633358272973, 'bagging_freq': 2, 'min_data_in_leaf': 761}",-1.871919725973025,9.839893097437312e-05,125.04800081253052,7.817744988205452,-1.8720181249039993,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 253, 'metric': 'multi_error', 'lambda_l1': 0.00036044957417351265, 'lambda_l2': 0.0013618347878811595, 'num_leaves': 97, 'feature_fraction': 0.47721479256711763, 'bagging_fraction': 0.9463124374014779, 'bagging_freq': 4, 'min_data_in_leaf': 653}",-1.8719304049828063,0.00013583431061933512,101.47661256790161,1.3414396881118962,-1.8720662392934255,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 272, 'metric': 'auc_mu', 'lambda_l1': 1.389300723238935e-05, 'lambda_l2': 0.22199543215479542, 'num_leaves': 142, 'feature_fraction': 0.6359378595380458, 'bagging_fraction': 0.8168118575287805, 'bagging_freq': 3, 'min_data_in_leaf': 687}",-1.8719132824744638,0.00016433258975784466,122.06337889035542,0.713752923914963,-1.8720776150642215,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 250, 'metric': 'auc_mu', 'lambda_l1': 5.226823644188004e-05, 'lambda_l2': 0.08735221900081408, 'num_leaves': 203, 'feature_fraction': 0.8271615140448862, 'bagging_fraction': 0.8141912655276146, 'bagging_freq': 4, 'min_data_in_leaf': 740}",-1.8719325681713066,0.00015695049457511415,139.1438670953115,0.6227855072438593,-1.8720895186658817,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 302, 'metric': 'auc_mu', 'lambda_l1': 0.00013380649618128298, 'lambda_l2': 1.6371740175191057e-07, 'num_leaves': 209, 'feature_fraction': 0.630309844126219, 'bagging_fraction': 0.8547181528033633, 'bagging_freq': 4, 'min_data_in_leaf': 697}",-1.8717688592266661,0.00035081622025528064,125.66762359937032,2.1672906777205596,-1.8721196754469214,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 352, 'metric': 'auc_mu', 'lambda_l1': 0.03015945686106877, 'lambda_l2': 1.615525192228142e-08, 'num_leaves': 218, 'feature_fraction': 0.4882970425182017, 'bagging_fraction': 0.8266811619279164, 'bagging_freq': 4, 'min_data_in_leaf': 622}",-1.8720084047097265,0.00014775355137185646,118.03880143165588,4.306835142473464,-1.8721561582610984,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 320, 'metric': 'auc_mu', 'lambda_l1': 0.006184563206354656, 'lambda_l2': 0.0058062527592094935, 'num_leaves': 250, 'feature_fraction': 0.640059936807178, 'bagging_fraction': 0.8376025052634029, 'bagging_freq': 3, 'min_data_in_leaf': 804}",-1.872064796381742,0.0001315581728509348,118.25280968348186,0.41593630693438655,-1.872196354554593,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 340, 'metric': 'auc_mu', 'lambda_l1': 1.1240918763227918e-05, 'lambda_l2': 5.6191166752126357e-08, 'num_leaves': 217, 'feature_fraction': 0.6632594108353745, 'bagging_fraction': 0.8312692843157169, 'bagging_freq': 2, 'min_data_in_leaf': 802}",-1.8720742251448843,0.0001360356325839077,120.41614508628845,0.42932303024137425,-1.8722102607774682,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 212, 'metric': 'multi_error', 'lambda_l1': 0.0020612791197781688, 'lambda_l2': 0.011221302597796868, 'num_leaves': 110, 'feature_fraction': 0.4853791246558216, 'bagging_fraction': 0.914412362670596, 'bagging_freq': 4, 'min_data_in_leaf': 711}",-1.872200697741863,5.32642815584152e-05,103.4902880191803,1.1095320567978586,-1.8722539620234215,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 337, 'metric': 'auc_mu', 'lambda_l1': 0.00012887316829158057, 'lambda_l2': 0.001914501497868462, 'num_leaves': 70, 'feature_fraction': 0.6624258048677524, 'bagging_fraction': 0.9161315504256109, 'bagging_freq': 3, 'min_data_in_leaf': 646}",-1.8722669894479544,2.409843214436928e-05,110.55299711227417,2.7983750393231137,-1.872291087880099,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 357, 'metric': 'multi_error', 'lambda_l1': 5.307983019360596e-06, 'lambda_l2': 1.0513310874785014e-07, 'num_leaves': 184, 'feature_fraction': 0.4663360069132758, 'bagging_fraction': 0.8365656445023484, 'bagging_freq': 5, 'min_data_in_leaf': 635}",-1.8722232195548234,7.920387926858202e-05,102.31403636932373,1.263587422182887,-1.872302423434092,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 360, 'metric': 'multi_error', 'lambda_l1': 0.0003341372892614529, 'lambda_l2': 0.025666306518021226, 'num_leaves': 109, 'feature_fraction': 0.5789034932270652, 'bagging_fraction': 0.8080786001173241, 'bagging_freq': 2, 'min_data_in_leaf': 783}",-1.872273188929432,3.101618325690138e-05,105.24325052897136,0.5223171371589901,-1.8723042051126888,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 347, 'metric': 'multi_error', 'lambda_l1': 6.247728527020628e-06, 'lambda_l2': 3.359146944768871e-07, 'num_leaves': 113, 'feature_fraction': 0.67576028023084, 'bagging_fraction': 0.8533750882682873, 'bagging_freq': 4, 'min_data_in_leaf': 905}",-1.872127905925469,0.0001874384653315023,104.99923078219096,0.1801767757357461,-1.8723153443908005,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 365, 'metric': 'multi_error', 'lambda_l1': 0.00019723554665862815, 'lambda_l2': 0.03462756321324859, 'num_leaves': 76, 'feature_fraction': 0.5945837691409628, 'bagging_fraction': 0.8160413054279272, 'bagging_freq': 2, 'min_data_in_leaf': 772}",-1.8721926160498592,0.00015217653193010805,96.00558233261108,0.2885793056460604,-1.8723447925817893,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 309, 'metric': 'multi_error', 'lambda_l1': 5.416168146205899e-05, 'lambda_l2': 1.6755588099001505e-06, 'num_leaves': 106, 'feature_fraction': 0.45416860360263195, 'bagging_fraction': 0.9041377430296988, 'bagging_freq': 4, 'min_data_in_leaf': 66}",-1.872184710979288,0.00020030327191429177,95.69698158899944,1.2111638871261314,-1.8723850142512022,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 289, 'metric': 'multi_error', 'lambda_l1': 0.00015097520432519253, 'lambda_l2': 3.16726358582161e-05, 'num_leaves': 116, 'feature_fraction': 0.44137236292623466, 'bagging_fraction': 0.9610814932689565, 'bagging_freq': 3, 'min_data_in_leaf': 523}",-1.8720562406977683,0.0003489527811090102,102.89817921320598,1.1316966583506687,-1.8724051934788772,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 342, 'metric': 'auc_mu', 'lambda_l1': 0.007414303927168615, 'lambda_l2': 0.008628946069143783, 'num_leaves': 210, 'feature_fraction': 0.6878262752393968, 'bagging_fraction': 0.8064945434238322, 'bagging_freq': 3, 'min_data_in_leaf': 953}",-1.872360123614824,0.00010425955599080009,110.99687051773071,0.5445300447757384,-1.8724643831708148,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 266, 'metric': 'auc_mu', 'lambda_l1': 0.00013300902111293504, 'lambda_l2': 1.6200527426505403e-08, 'num_leaves': 211, 'feature_fraction': 0.5612195412978723, 'bagging_fraction': 0.7896159668248988, 'bagging_freq': 2, 'min_data_in_leaf': 810}",-1.8723477427229114,0.00024950337937368046,114.246635278066,1.2232500272165807,-1.872597246102285,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 467, 'metric': 'auc_mu', 'lambda_l1': 2.1093423935527513e-08, 'lambda_l2': 3.203077605449251e-08, 'num_leaves': 246, 'feature_fraction': 0.7876271803169796, 'bagging_fraction': 0.5792551236756982, 'bagging_freq': 1, 'min_data_in_leaf': 773}",-1.872452394913429,0.00014544460345026168,125.83669400215149,0.10580301197235041,-1.8725978395168794,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 309, 'metric': 'auc_mu', 'lambda_l1': 7.953764028400261, 'lambda_l2': 0.3781780826144917, 'num_leaves': 187, 'feature_fraction': 0.6970877933032169, 'bagging_fraction': 0.853715995408691, 'bagging_freq': 2, 'min_data_in_leaf': 435}",-1.8725505776980664,9.75286838579123e-05,95.5992415746053,0.49029563413073085,-1.8726481063819242,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 276, 'metric': 'auc_mu', 'lambda_l1': 0.0003572201757580946, 'lambda_l2': 0.0021689491870902525, 'num_leaves': 220, 'feature_fraction': 0.639110037615142, 'bagging_fraction': 0.5915428162613269, 'bagging_freq': 2, 'min_data_in_leaf': 707}",-1.8724441344561926,0.00023990432734597854,98.22531135876973,0.7597541314342946,-1.8726840387835386,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 481, 'metric': 'auc_mu', 'lambda_l1': 0.39852309042178524, 'lambda_l2': 7.296340684517194e-05, 'num_leaves': 40, 'feature_fraction': 0.7401038575172423, 'bagging_fraction': 0.8873874020125339, 'bagging_freq': 7, 'min_data_in_leaf': 519}",-1.8729650641819358,0.00011655089155459346,86.73060615857442,0.1790278050018815,-1.8730816150734904,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 308, 'metric': 'multi_error', 'lambda_l1': 0.00011000192080266233, 'lambda_l2': 3.389658469624325e-07, 'num_leaves': 123, 'feature_fraction': 0.7414926626678082, 'bagging_fraction': 0.6532289939108428, 'bagging_freq': 3, 'min_data_in_leaf': 926}",-1.872749324181837,0.0004787783867546121,89.02724846204121,0.8368973735282789,-1.8732281025685915,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 174, 'metric': 'multi_logloss', 'lambda_l1': 1.7543991317168732e-06, 'lambda_l2': 0.08293548813587907, 'num_leaves': 45, 'feature_fraction': 0.9622011497128936, 'bagging_fraction': 0.4297082990295631, 'bagging_freq': 5, 'min_data_in_leaf': 871}",-1.873252218818387,0.0002607736329480064,82.08177518844604,9.398861562741978,-1.8735129924513352,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 343, 'metric': 'multi_logloss', 'lambda_l1': 0.8677116003614292, 'lambda_l2': 0.07036427329722947, 'num_leaves': 28, 'feature_fraction': 0.6307773374896698, 'bagging_fraction': 0.9848621097009826, 'bagging_freq': 4, 'min_data_in_leaf': 522}",-1.8737807890056215,0.0002185503026157104,63.061673402786255,0.9448183233875347,-1.8739993393082373,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 259, 'metric': 'multi_logloss', 'lambda_l1': 0.10218094080382761, 'lambda_l2': 9.33862341185371e-08, 'num_leaves': 12, 'feature_fraction': 0.669136408444612, 'bagging_fraction': 0.885477388433046, 'bagging_freq': 1, 'min_data_in_leaf': 317}",-1.8760869296142542,1.896515559873976e-05,55.48941691716512,0.6615199732317172,-1.876105894769853,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 452, 'metric': 'auc_mu', 'lambda_l1': 3.6923116864720384, 'lambda_l2': 3.830959264247311e-08, 'num_leaves': 10, 'feature_fraction': 0.5079927941483079, 'bagging_fraction': 0.7162340460872999, 'bagging_freq': 2, 'min_data_in_leaf': 40}",-1.8769005758881256,0.00019553407998722168,65.53627101580302,12.160049068212157,-1.877096109968113,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 170, 'metric': 'multi_logloss', 'lambda_l1': 0.06859002244591052, 'lambda_l2': 0.022950582548632036, 'num_leaves': 255, 'feature_fraction': 0.7421451238958732, 'bagging_fraction': 0.4437360172516759, 'bagging_freq': 4, 'min_data_in_leaf': 586}",-2.19923983700161,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 102, 'metric': 'multi_error', 'lambda_l1': 0.008997486843901302, 'lambda_l2': 4.248163957367409, 'num_leaves': 158, 'feature_fraction': 0.6151082783646965, 'bagging_fraction': 0.9253850600165143, 'bagging_freq': 5, 'min_data_in_leaf': 930}",-2.199537685766698,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 391, 'metric': 'auc_mu', 'lambda_l1': 0.0006981207190245171, 'lambda_l2': 0.0007385610600383039, 'num_leaves': 112, 'feature_fraction': 0.4310875207219546, 'bagging_fraction': 0.7009866202735843, 'bagging_freq': 7, 'min_data_in_leaf': 4}",-2.2024602172348797,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 375, 'metric': 'multi_logloss', 'lambda_l1': 3.970924178446512e-06, 'lambda_l2': 1.3125954956709632e-06, 'num_leaves': 203, 'feature_fraction': 0.5655663999321007, 'bagging_fraction': 0.7047067362953131, 'bagging_freq': 3, 'min_data_in_leaf': 1}",-2.209252591424076,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 406, 'metric': 'auc_mu', 'lambda_l1': 1.7183772005067127e-05, 'lambda_l2': 2.3571996133301233e-06, 'num_leaves': 213, 'feature_fraction': 0.5397418685134983, 'bagging_fraction': 0.5881219875558814, 'bagging_freq': 2, 'min_data_in_leaf': 187}",-2.200035227928854,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 221, 'metric': 'multi_logloss', 'lambda_l1': 1.1928767268816567e-07, 'lambda_l2': 0.0023656469947065987, 'num_leaves': 160, 'feature_fraction': 0.5060320264214339, 'bagging_fraction': 0.7816688746680645, 'bagging_freq': 3, 'min_data_in_leaf': 152}",-2.199158305268937,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 348, 'metric': 'multi_error', 'lambda_l1': 7.780658941080654, 'lambda_l2': 6.573480160123221e-06, 'num_leaves': 228, 'feature_fraction': 0.6549681561175281, 'bagging_fraction': 0.5799527655728096, 'bagging_freq': 2, 'min_data_in_leaf': 143}",-2.199461655385786,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 441, 'metric': 'auc_mu', 'lambda_l1': 0.0014124993597456111, 'lambda_l2': 2.021859488747315e-07, 'num_leaves': 169, 'feature_fraction': 0.8544319259477562, 'bagging_fraction': 0.782034959491037, 'bagging_freq': 4, 'min_data_in_leaf': 12}",-2.2029566870413975,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 286, 'metric': 'multi_logloss', 'lambda_l1': 5.5918384996434644e-05, 'lambda_l2': 0.003968823178051606, 'num_leaves': 89, 'feature_fraction': 0.5874580722983813, 'bagging_fraction': 0.6409471068008307, 'bagging_freq': 1, 'min_data_in_leaf': 231}",-2.2004008719375956,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 237, 'metric': 'multi_logloss', 'lambda_l1': 6.444083185007335e-07, 'lambda_l2': 2.6890865750441093, 'num_leaves': 185, 'feature_fraction': 0.4980830604185119, 'bagging_fraction': 0.49720730079580033, 'bagging_freq': 5, 'min_data_in_leaf': 367}",-2.199415416690472,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 331, 'metric': 'auc_mu', 'lambda_l1': 0.0037849174546633075, 'lambda_l2': 5.403135477114347e-05, 'num_leaves': 232, 'feature_fraction': 0.6171394887802661, 'bagging_fraction': 0.9935746260400447, 'bagging_freq': 2, 'min_data_in_leaf': 77}",-2.2000166606363143,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 430, 'metric': 'multi_error', 'lambda_l1': 1.4702940996035023, 'lambda_l2': 0.00026857302770193355, 'num_leaves': 135, 'feature_fraction': 0.8531753286250949, 'bagging_fraction': 0.7495098218223508, 'bagging_freq': 3, 'min_data_in_leaf': 287}",-2.200183928799773,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 321, 'metric': 'auc_mu', 'lambda_l1': 1.658810164773859, 'lambda_l2': 0.018104109721999804, 'num_leaves': 193, 'feature_fraction': 0.9931282143927895, 'bagging_fraction': 0.6466786219319761, 'bagging_freq': 2, 'min_data_in_leaf': 84}",-2.200997963735396,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 264, 'metric': 'auc_mu', 'lambda_l1': 3.5826110590112736e-05, 'lambda_l2': 1.7899612022468445, 'num_leaves': 135, 'feature_fraction': 0.6350391566715727, 'bagging_fraction': 0.7881702984000267, 'bagging_freq': 3, 'min_data_in_leaf': 719}",-2.1992338790538297,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 191, 'metric': 'auc_mu', 'lambda_l1': 4.200488546844968e-06, 'lambda_l2': 1.1363204797449694e-05, 'num_leaves': 150, 'feature_fraction': 0.54943092706546, 'bagging_fraction': 0.9354256731067416, 'bagging_freq': 3, 'min_data_in_leaf': 742}",-2.1990852644806314,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 375, 'metric': 'multi_logloss', 'lambda_l1': 1.5210363666807476e-07, 'lambda_l2': 4.036945724195827e-07, 'num_leaves': 84, 'feature_fraction': 0.7027893838688585, 'bagging_fraction': 0.7337530287393039, 'bagging_freq': 4, 'min_data_in_leaf': 655}",-2.199100810810148,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 216, 'metric': 'auc_mu', 'lambda_l1': 0.00015632326200463924, 'lambda_l2': 0.0005380722277924737, 'num_leaves': 175, 'feature_fraction': 0.40279821668064936, 'bagging_fraction': 0.654865568986009, 'bagging_freq': 1, 'min_data_in_leaf': 831}",-2.1989323195252313,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 131, 'metric': 'multi_logloss', 'lambda_l1': 7.530913458316437e-06, 'lambda_l2': 0.005753360379307224, 'num_leaves': 143, 'feature_fraction': 0.6017897044950162, 'bagging_fraction': 0.5147149654539346, 'bagging_freq': 3, 'min_data_in_leaf': 239}",-2.200015068150025,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 260, 'metric': 'multi_logloss', 'lambda_l1': 7.721431624554655e-07, 'lambda_l2': 0.3661643202022606, 'num_leaves': 102, 'feature_fraction': 0.5348628714335721, 'bagging_fraction': 0.8157062645931972, 'bagging_freq': 6, 'min_data_in_leaf': 978}",-2.19968944082606,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 290, 'metric': 'auc_mu', 'lambda_l1': 0.00026187197782230056, 'lambda_l2': 9.422076012228793, 'num_leaves': 237, 'feature_fraction': 0.6749914090233322, 'bagging_fraction': 0.7472950599267997, 'bagging_freq': 5, 'min_data_in_leaf': 864}",-2.1987180196465146,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 340, 'metric': 'auc_mu', 'lambda_l1': 1.802274285547813, 'lambda_l2': 0.16278399847837144, 'num_leaves': 211, 'feature_fraction': 0.9156757652346025, 'bagging_fraction': 0.855823892187865, 'bagging_freq': 2, 'min_data_in_leaf': 426}",-2.199051171615131,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 308, 'metric': 'auc_mu', 'lambda_l1': 1.4077837585296347e-05, 'lambda_l2': 0.040847723697448934, 'num_leaves': 175, 'feature_fraction': 0.7522333935584695, 'bagging_fraction': 0.8992625536805108, 'bagging_freq': 2, 'min_data_in_leaf': 695}",-2.1989794012262984,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 363, 'metric': 'auc_mu', 'lambda_l1': 1.1226618615417802e-06, 'lambda_l2': 0.11115025729710207, 'num_leaves': 197, 'feature_fraction': 0.8207516353699653, 'bagging_fraction': 0.8451638746282077, 'bagging_freq': 1, 'min_data_in_leaf': 74}",-2.201387521789029,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 416, 'metric': 'auc_mu', 'lambda_l1': 0.2732890983578431, 'lambda_l2': 0.8701139633958296, 'num_leaves': 217, 'feature_fraction': 0.5834694677193282, 'bagging_fraction': 0.9626059824048546, 'bagging_freq': 2, 'min_data_in_leaf': 788}",-2.199194931373865,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 276, 'metric': 'auc_mu', 'lambda_l1': 1.787631342929091e-08, 'lambda_l2': 0.00018878842595035442, 'num_leaves': 255, 'feature_fraction': 0.6506752914214728, 'bagging_fraction': 0.9014305555568792, 'bagging_freq': 3, 'min_data_in_leaf': 566}",-2.1991662793753344,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 241, 'metric': 'auc_mu', 'lambda_l1': 8.706719269879397e-05, 'lambda_l2': 0.009082441070765338, 'num_leaves': 121, 'feature_fraction': 0.7131621158554635, 'bagging_fraction': 0.9885955649648407, 'bagging_freq': 1, 'min_data_in_leaf': 480}",-2.199015848228916,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 320, 'metric': 'multi_error', 'lambda_l1': 0.010414722912851462, 'lambda_l2': 0.0014613342021022302, 'num_leaves': 59, 'feature_fraction': 0.770361923566364, 'bagging_fraction': 0.616178346401151, 'bagging_freq': 4, 'min_data_in_leaf': 364}",-2.1990938036142587,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 297, 'metric': 'multi_logloss', 'lambda_l1': 0.3512685910630448, 'lambda_l2': 0.050998000931396524, 'num_leaves': 242, 'feature_fraction': 0.4672499205440733, 'bagging_fraction': 0.872911036730361, 'bagging_freq': 3, 'min_data_in_leaf': 539}",-2.199099302840134,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 395, 'metric': 'auc_mu', 'lambda_l1': 0.0012608335267743495, 'lambda_l2': 6.212234075319833e-08, 'num_leaves': 165, 'feature_fraction': 0.9371892787846692, 'bagging_fraction': 0.5297190740663892, 'bagging_freq': 2, 'min_data_in_leaf': 333}",-2.200143027141089,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 368, 'metric': 'multi_logloss', 'lambda_l1': 2.4279045110149346e-07, 'lambda_l2': 0.00010958160996779346, 'num_leaves': 203, 'feature_fraction': 0.6230059327690858, 'bagging_fraction': 0.9314989858928606, 'bagging_freq': 1, 'min_data_in_leaf': 639}",-2.1990196677354366,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 327, 'metric': 'auc_mu', 'lambda_l1': 0.05853132056623473, 'lambda_l2': 1.0252298969409475e-08, 'num_leaves': 179, 'feature_fraction': 0.5627913307701181, 'bagging_fraction': 0.8120304851820654, 'bagging_freq': 5, 'min_data_in_leaf': 601}",-2.198606102108917,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 499, 'metric': 'auc_mu', 'lambda_l1': 0.01062335127564452, 'lambda_l2': 7.527368065129613e-07, 'num_leaves': 225, 'feature_fraction': 0.5275490447726118, 'bagging_fraction': 0.683016285493177, 'bagging_freq': 4, 'min_data_in_leaf': 669}",-2.1992500595634152,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 354, 'metric': 'auc_mu', 'lambda_l1': 0.157816268441271, 'lambda_l2': 9.445206366113005, 'num_leaves': 205, 'feature_fraction': 0.45224487643162115, 'bagging_fraction': 0.7995140458733545, 'bagging_freq': 3, 'min_data_in_leaf': 763}",-2.1988989563610115,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 386, 'metric': 'auc_mu', 'lambda_l1': 0.0005820844234476959, 'lambda_l2': 1.1304187421359005e-05, 'num_leaves': 155, 'feature_fraction': 0.5814855494445487, 'bagging_fraction': 0.8781520213964364, 'bagging_freq': 3, 'min_data_in_leaf': 453}",-2.1998145785847485,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 340, 'metric': 'multi_error', 'lambda_l1': 1.0649334819939276, 'lambda_l2': 3.4667288084573585e-06, 'num_leaves': 253, 'feature_fraction': 0.6860664405857414, 'bagging_fraction': 0.7625349489825897, 'bagging_freq': 4, 'min_data_in_leaf': 138}",-2.199654010433685,,,,,Hyper Parameter,1
05 Jun 21,LGBMClassifier,RFT,"{'num_iterations': 245, 'metric': 'multi_logloss', 'lambda_l1': 2.1379986940142838e-05, 'lambda_l2': 1.6148507816412718e-07, 'num_leaves': 192, 'feature_fraction': 0.6393646061209616, 'bagging_fraction': 0.8455260655902762, 'bagging_freq': 3, 'min_data_in_leaf': 546}",-2.199606844369929,,,,,Hyper Parameter,1
